ID,transaction_count,credit_count,debit_count,net_count,debit_amount,credit_amount,amount_moved,CAT_Animais de estimação,CAT_Cabeleireiro e Barbeiro,CAT_Cafés e Pastelarias,CAT_Carro e Transportes,CAT_Casa,CAT_Combustível,CAT_Compras e Serviços,CAT_Diversos,CAT_Educação,CAT_Empréstimos e Rendas,CAT_Hobbies,CAT_Investimentos e Poupanças,CAT_Lazer e Viagens,CAT_Levantamentos,CAT_Não categorizadas,CAT_Ordenado e Subsídios,CAT_Outros Rendimentos,CAT_Restaurantes e Bares,CAT_Saúde e Bem estar,CAT_Seguros,CAT_Subscrições,CAT_Supermercado,CAT_Taxas e Impostos,CAT_Tecnologia,CAT_Telecomunicações,CAT_Vestuário e Calçado,"CAT_Água, luz e gás",target
1044,57,6,51,-45,3823.1600000000003,1055.41,4878.57,3,3,0,0,0,1,4,0,0,0,0,0,0,3,7,0,3,0,6,0,0,18,5,0,4,0,0,1
1045,392,64,328,-264,122729.01999999999,141214.53,263943.55,0,0,0,49,0,17,5,23,0,0,1,0,0,13,67,10,53,12,7,0,2,23,50,1,50,4,5,1
1046,221,14,207,-193,8780.16,9847.13,18627.29,0,0,1,11,0,12,21,0,0,0,0,0,1,27,18,6,2,9,2,2,0,55,9,0,18,19,8,1
1047,153,21,132,-111,9545.31,9621.82,19167.129999999997,0,0,0,1,0,11,0,1,1,12,0,0,0,12,26,12,8,4,3,17,0,17,16,0,6,2,4,0
1048,97,17,80,-63,4045.0,4303.6900000000005,8348.689999999999,0,2,0,0,2,7,1,10,0,0,0,0,1,10,7,4,10,3,12,1,0,4,10,0,4,9,0,1
1049,142,20,122,-102,65087.80000000001,64137.969999999994,129225.77,0,0,0,8,0,16,3,13,0,3,1,6,0,0,20,4,10,22,9,4,0,3,12,0,7,1,0,1
1050,140,17,123,-106,5794.380000000001,6097.83,11892.21,0,0,1,6,0,6,10,8,0,4,0,0,0,6,9,8,4,16,10,1,0,26,4,0,10,3,8,1
1051,153,17,136,-119,10532.289999999999,9151.14,19683.43,0,0,0,0,1,15,2,3,5,0,0,0,0,24,24,0,13,12,4,0,0,44,1,1,1,0,3,1
1052,159,13,146,-133,6182.97,8010.68,14193.65,0,0,0,4,0,4,6,5,1,0,0,4,1,10,30,4,3,1,6,0,0,41,14,0,8,10,7,1
1053,462,162,300,-138,50687.79,58337.7,109025.48999999999,0,0,0,0,1,3,4,8,0,0,7,0,1,24,58,0,159,91,5,0,0,33,32,1,9,6,20,0
1054,1030,699,331,368,226889.59000000003,192190.55,419080.14,0,0,0,18,1,5,3,38,0,4,0,9,0,0,143,5,700,0,0,9,0,10,49,3,13,0,20,0
1055,325,16,309,-293,8730.2,6736.12,15466.32,0,2,0,4,0,32,11,2,0,0,2,0,1,17,79,3,9,53,17,1,0,24,44,0,19,5,0,1
1056,78,15,63,-48,5950.66,5365.2,11315.859999999997,2,0,0,0,1,5,3,12,0,0,1,0,0,3,7,0,14,4,3,0,0,6,8,0,5,1,3,1
1057,572,122,450,-328,206860.43,205601.5,412461.93,0,0,0,25,2,3,14,75,0,14,0,0,0,16,67,8,59,47,10,27,0,16,165,0,13,2,9,0
1058,454,57,397,-340,20389.71,22256.36,42646.07,5,2,0,68,0,28,5,25,2,4,3,6,0,8,96,7,42,37,18,14,0,25,36,0,13,2,8,0
1059,354,44,310,-266,14565.71,13385.429999999998,27951.14,1,0,2,17,0,5,25,5,0,0,1,4,2,45,90,8,16,26,9,9,0,61,8,0,11,3,6,1
1060,201,14,187,-173,33465.0,332.96,33797.96,0,0,0,22,0,0,13,11,0,0,0,0,0,5,28,0,8,10,20,10,0,38,19,2,8,0,7,1
1062,250,51,199,-148,45078.01000000001,49818.79,94896.8,1,0,0,7,9,17,12,16,1,0,1,0,1,1,86,0,49,5,1,4,0,9,22,1,5,2,0,0
1063,215,10,205,-195,33499.979999999996,3492.8,36992.78,0,0,0,6,4,7,20,10,0,0,0,0,0,19,47,0,5,18,1,0,0,7,69,1,1,0,0,1
1064,110,4,106,-102,2814.46,3018.9900000000002,5833.45,0,0,1,0,0,16,2,0,0,0,0,0,0,51,4,4,0,1,3,0,0,21,2,0,2,3,0,0
1065,207,14,193,-179,21468.670000000002,23781.98,45250.649999999994,0,0,1,28,3,26,10,1,2,0,0,0,0,55,14,0,12,5,2,11,0,10,12,1,8,0,6,0
1066,343,47,296,-249,47629.46,45512.35,93141.81,0,0,0,10,2,3,20,27,0,5,1,0,2,2,73,7,36,9,7,11,0,15,96,1,9,3,4,0
1067,332,23,309,-286,11931.65,11257.300000000001,23188.950000000004,1,0,0,6,0,9,9,0,0,0,0,3,1,71,13,7,14,49,25,9,0,75,16,0,11,1,12,0
1068,956,266,690,-424,122449675.91000001,122451942.53000002,244901618.44,0,0,0,43,1,4,13,43,5,18,0,3,0,8,454,23,58,40,14,14,0,36,165,0,5,1,8,0
1069,358,29,329,-300,7027.24,7989.339999999999,15016.58,0,2,0,13,7,11,26,3,0,8,0,0,0,26,19,9,13,28,17,14,0,115,29,0,8,6,4,0
1070,120,10,110,-100,64003.119999999995,38598.74,102601.85999999999,0,0,0,2,1,1,8,2,0,4,0,1,1,2,17,0,9,13,11,8,0,4,19,1,5,4,7,0
1071,121,11,110,-99,7256.13,2344.2000000000003,9600.330000000002,0,0,0,20,0,2,9,4,1,0,0,0,0,2,9,0,10,14,8,4,0,9,15,2,4,0,8,1
1072,230,33,197,-164,8596.64,10113.609999999999,18710.249999999996,0,0,0,5,2,10,12,14,0,8,0,0,4,8,47,3,19,28,18,16,0,21,6,1,4,4,0,0
1073,266,26,240,-214,69811.92,63667.06,133478.98,4,0,0,19,0,0,4,6,0,0,0,0,0,8,50,3,20,14,34,4,0,52,34,1,6,6,1,0
1075,539,63,476,-413,205447.45,218473.24999999997,423920.7,0,0,0,64,0,22,10,33,1,18,0,0,0,2,94,12,45,20,11,32,0,47,50,7,50,6,15,0
1076,143,19,124,-105,4978.11,4948.15,9926.26,0,0,2,0,0,0,13,0,1,0,0,4,0,13,17,3,8,5,4,0,0,57,2,0,0,14,0,1
1077,84,4,80,-76,5295.65,5085.18,10380.830000000002,0,0,0,6,2,17,2,9,0,0,0,0,0,6,0,3,1,8,3,4,0,10,9,0,0,4,0,0
1079,327,32,295,-263,91026.38999999998,98501.35999999999,189527.74999999997,0,0,0,2,1,1,16,16,5,0,4,0,1,4,51,5,30,70,7,0,0,60,40,6,1,1,6,0
1081,188,20,168,-148,612458.5199999999,615817.1,1228275.62,0,0,3,1,1,0,3,7,0,1,0,4,1,4,37,4,15,22,12,23,0,1,34,0,4,2,9,0
1083,75,13,62,-49,19192.05,15018.25,34210.3,0,2,0,12,0,7,2,7,0,0,0,1,0,3,11,3,6,1,4,2,1,3,3,0,0,0,7,1
1084,51,17,34,-17,19241.489999999998,18088.97,37330.46,0,0,0,0,0,0,0,0,0,0,0,2,0,2,18,0,14,0,0,0,0,0,14,0,1,0,0,0
1085,96,12,84,-72,10768.739999999998,6437.070000000001,17205.81,0,0,1,0,1,2,1,9,0,0,0,0,0,6,16,4,5,3,5,4,0,25,0,0,0,14,0,1
1086,272,37,235,-198,26098.690000000002,25856.59,51955.27999999999,2,0,0,6,5,4,26,13,2,3,0,3,0,26,22,0,34,12,15,6,0,50,28,3,4,5,3,1
1087,241,53,188,-135,8768.98,8907.619999999999,17676.6,5,0,0,24,0,3,9,0,1,0,0,11,0,6,54,4,29,1,13,5,0,29,26,0,14,0,7,1
1088,329,13,316,-303,11721.27,9968.5,21689.769999999997,3,0,0,4,1,6,34,22,2,4,2,0,6,37,22,8,5,42,16,9,0,62,12,3,12,9,8,0
1089,167,12,155,-143,7083.61,6381.8099999999995,13465.42,2,0,0,15,0,11,5,0,6,0,0,0,0,17,22,4,2,4,7,1,0,39,5,2,18,0,7,1
1090,227,23,204,-181,40322.98000000001,39626.33000000001,79949.31000000001,0,0,1,19,2,19,50,2,0,0,0,15,0,5,42,4,15,16,3,4,0,5,19,0,1,5,0,1
1092,212,23,189,-166,11721.74,12092.15,23813.89,0,0,0,8,2,10,2,8,1,6,3,0,0,3,49,9,10,25,7,9,0,13,33,0,4,6,4,0
1093,200,20,180,-160,6634.41,11345.21,17979.62,0,3,9,0,1,19,8,22,0,4,0,0,0,1,15,4,7,71,3,0,0,19,8,0,3,3,0,0
1094,154,17,137,-120,5406.53,6934.4,12340.930000000002,2,0,1,0,2,0,12,1,0,0,1,0,0,6,29,0,16,6,8,0,0,19,24,0,4,17,6,1
1095,644,110,534,-424,946990.21,819042.2000000002,1766032.41,0,0,10,18,3,0,31,21,0,17,0,0,0,8,199,14,98,47,25,33,0,9,75,0,24,6,6,0
1096,1433,350,1083,-733,504335.9099999999,489815.7899999999,994151.7,0,9,0,57,7,33,27,32,6,10,3,0,6,4,697,12,187,84,34,21,0,48,92,5,8,17,34,0
1097,277,27,250,-223,14742.009999999998,14119.56,28861.570000000003,1,0,0,16,0,1,2,9,0,0,3,9,0,1,153,4,23,9,7,6,0,1,26,2,4,0,0,1
1098,268,33,235,-202,11528.55,12583.669999999998,24112.22,0,0,0,21,0,6,16,36,1,13,0,0,0,16,41,5,25,36,3,0,0,23,18,1,4,0,3,0
1099,246,24,222,-198,8008.130000000001,8103.5599999999995,16111.690000000002,0,3,0,16,1,11,19,4,0,8,0,0,0,4,68,4,16,11,9,13,0,17,18,1,9,6,8,0
1100,186,32,154,-122,46921.62,46839.96000000001,93761.58,0,0,0,15,0,11,1,3,0,0,0,0,0,26,60,4,25,4,4,1,0,10,12,0,0,3,7,1
1101,214,20,194,-174,27199.26,28584.62,55783.880000000005,0,0,0,10,4,3,13,0,0,0,1,3,0,22,27,6,9,14,2,4,2,70,11,2,7,0,4,0
1102,373,46,327,-281,8806.3,8486.23,17292.530000000002,3,0,0,12,4,76,17,1,0,4,0,0,0,18,84,10,14,18,6,8,0,58,25,0,5,8,2,0
1103,131,18,113,-95,15919.16,16332.64,32251.8,0,0,0,10,0,14,1,19,0,0,0,0,0,13,17,8,4,8,0,3,0,11,15,0,7,0,1,1
1104,360,40,320,-280,15550.04,13863.04,29413.08,4,0,1,7,5,14,34,4,0,8,0,0,0,28,41,8,24,14,21,17,0,61,37,2,4,14,12,0
1107,356,41,315,-274,21060.54,17970.14,39030.68,0,0,1,33,7,20,12,34,1,0,0,7,6,37,44,4,25,7,24,13,0,53,20,1,6,1,0,0
1108,242,12,230,-218,765692.02,765099.8,1530791.82,0,0,0,0,0,0,0,13,0,0,0,0,0,0,116,13,11,0,0,14,0,0,75,0,0,0,0,1
1110,108,9,99,-90,67666.67000000001,67801.87,135468.54,0,1,0,0,1,3,10,5,0,4,0,0,0,8,2,4,3,1,9,4,0,16,25,0,7,1,4,1
1111,55,4,51,-47,40716.86000000001,58250.66,98967.52000000002,0,1,5,0,1,0,2,4,0,0,0,0,0,0,14,0,4,3,4,0,0,7,9,1,0,0,0,0
1112,97,9,88,-79,21568.61,31277.690000000002,52846.3,0,1,0,9,0,2,3,3,0,4,0,1,2,1,11,0,8,17,3,8,0,5,15,0,4,0,0,0
1113,222,15,207,-192,6867.82,6662.310000000001,13530.13,4,2,0,13,0,7,9,7,0,4,0,2,0,10,23,4,6,19,6,13,0,54,27,0,3,6,3,0
1115,281,23,258,-235,105885.67000000001,105469.82,211355.48999999996,1,0,0,24,8,3,17,10,2,8,1,0,0,15,49,4,12,11,9,16,0,32,36,2,4,5,12,1
1116,97,5,92,-87,5002.749999999998,9710.400000000001,14713.150000000001,0,0,0,1,0,0,5,4,0,0,0,0,1,5,54,4,0,0,1,0,0,2,4,0,8,0,8,1
1117,397,33,364,-331,7597.41,6632.460000000001,14229.869999999999,0,0,0,14,4,44,7,16,0,12,1,0,0,48,53,3,19,24,8,13,0,90,32,0,3,3,3,0
1118,134,19,115,-96,127080.39999999998,126823.65,253904.05000000002,0,0,0,15,4,33,2,2,0,0,0,4,0,6,13,4,10,3,17,0,0,13,2,1,4,1,0,1
1119,208,6,202,-196,25739.670000000002,8606.79,34346.46,1,0,0,3,15,7,23,3,0,8,0,0,5,13,11,0,5,9,16,4,0,54,18,1,4,3,5,0
1120,350,26,324,-298,14345.6,18249.73,32595.33,0,0,0,5,2,8,22,30,0,0,4,0,0,40,33,5,16,47,17,1,0,84,11,0,4,14,7,0
1121,697,69,628,-559,298177.58999999997,347549.99,645727.58,1,1,0,56,7,58,44,16,1,6,0,0,0,58,62,4,58,48,46,28,0,126,51,10,4,2,10,1
1122,418,144,274,-130,120631.63,114584.54,235216.16999999998,0,0,0,11,15,10,7,23,0,0,0,0,0,2,153,5,107,9,1,3,0,25,32,3,8,0,4,1
1123,381,63,318,-255,24278.569999999996,40815.93,65094.5,0,0,0,13,1,0,19,12,0,8,0,0,0,25,81,8,52,12,21,16,0,7,74,0,20,1,11,1
1125,524,76,448,-372,23375.62,33353.69,56729.31,3,0,0,16,1,27,9,54,1,4,0,0,0,16,160,4,67,16,19,28,0,22,55,0,5,6,11,0
1126,261,18,243,-225,11230.23,12435.389999999998,23665.620000000003,0,0,1,4,0,27,4,2,0,4,0,0,1,32,9,4,7,39,16,8,0,76,5,1,4,4,13,0
1128,115,31,84,-53,3963.93,3846.6800000000003,7810.610000000001,0,0,0,0,0,6,1,8,0,0,0,0,1,5,33,3,20,2,16,1,0,1,4,0,12,2,0,1
1129,86,5,81,-76,4741.2,3153.71,7894.909999999999,0,0,0,0,0,2,6,0,0,0,0,4,1,2,9,4,0,9,5,0,0,28,9,0,4,1,2,0
1130,302,40,262,-222,17785.840000000004,17040.06,34825.9,0,0,3,4,0,25,8,5,0,8,1,8,0,18,63,10,23,22,8,16,0,37,33,2,0,1,7,0
1132,263,8,255,-247,9069.45,4386.21,13455.66,0,0,0,0,0,0,0,12,0,0,0,0,0,0,213,2,6,0,0,0,0,0,26,0,4,0,0,0
1133,436,57,379,-322,65508.37000000001,63561.67,129070.04000000001,2,1,0,6,0,1,15,7,0,13,0,0,0,0,72,4,46,64,14,2,0,109,57,1,7,6,9,1
1134,2,1,1,0,0.21,0.75,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1135,331,42,289,-247,24245.140000000003,33464.96,57710.09999999999,0,1,0,3,0,0,1,4,0,0,0,0,2,0,235,0,41,0,0,0,0,0,44,0,0,0,0,0
1136,32,19,13,6,1150.8,1197.6599999999999,2348.46,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0
1137,457,69,388,-319,50250.64,42919.02,93169.66,11,0,0,16,6,14,21,3,10,8,1,12,0,11,85,7,55,20,22,22,0,68,36,1,8,11,9,1
1138,582,77,505,-428,88464.88,86455.04,174919.91999999998,1,0,0,71,0,38,27,37,0,12,0,0,1,22,121,14,47,18,12,19,0,49,60,1,12,0,20,1
1139,749,201,548,-347,33533.42,29523.46,63056.880000000005,1,0,0,2,0,9,64,31,0,4,1,0,29,23,298,3,167,47,17,0,0,23,15,0,13,1,1,0
1140,452,21,431,-410,9655.84,10170.24,19826.079999999998,0,0,0,15,0,100,22,12,0,0,0,0,6,9,26,4,12,115,60,0,0,42,18,5,4,2,0,0
1141,90,9,81,-72,3186.0099999999998,2965.31,6151.320000000001,0,0,0,1,1,4,10,0,0,0,2,0,0,6,10,4,3,0,6,1,0,22,13,0,0,7,0,1
1142,292,10,282,-272,28988.710000000003,10437.48,39426.19,0,0,0,1,8,12,10,4,2,0,3,0,4,4,88,5,3,51,9,4,0,63,12,2,1,6,0,1
1143,680,319,361,-42,50653.05,50440.49,101093.54000000001,0,0,0,12,2,6,25,24,0,5,0,0,0,0,376,0,110,7,0,4,0,52,29,5,7,2,14,0
1145,88,11,77,-66,40916.57,37081.6,77998.17,0,0,0,12,1,6,3,1,4,0,0,0,0,9,10,5,4,4,3,0,0,15,6,1,1,0,3,1
1146,135,8,127,-119,6609.720000000001,6657.11,13266.830000000002,0,0,0,3,1,4,0,1,0,4,0,5,0,10,2,4,3,1,6,12,0,39,24,1,5,2,8,0
1147,144,18,126,-108,15199.22,15557.86,30757.08,0,0,0,15,3,7,4,8,1,11,0,0,0,9,7,0,17,0,6,0,0,18,17,0,4,0,17,0
1149,164,21,143,-122,6001.950000000001,5256.6,11258.55,0,0,0,6,0,3,9,2,0,0,0,0,0,18,63,0,19,0,3,0,0,9,14,0,10,0,8,0
1150,262,85,177,-92,52543.24,26557.280000000002,79100.51999999999,0,0,0,21,0,1,5,19,0,0,0,0,0,6,60,0,66,10,14,5,0,16,29,0,4,2,4,0
1151,1232,209,1023,-814,16205471.62,21706159.97,37911631.59,0,0,0,24,0,8,5,60,0,0,0,0,0,0,806,6,178,0,0,3,0,11,95,0,1,0,35,1
1152,1232,209,1023,-814,16205471.62,21706159.97,37911631.59,0,0,0,24,0,8,5,60,0,0,0,0,0,0,806,6,178,0,0,3,0,11,95,0,1,0,35,1
1154,393,21,372,-351,26072.21,25464.61,51536.82000000001,4,0,0,21,3,25,23,14,1,4,1,0,0,27,37,2,15,31,37,11,0,98,15,3,6,9,6,0
1155,93,11,82,-71,12655.380000000001,11934.979999999998,24590.36,0,0,0,15,0,0,0,10,0,0,0,0,0,5,38,4,7,0,0,0,4,0,10,0,0,0,0,1
1156,148,11,137,-126,8128.099999999999,7256.879999999999,15384.980000000001,0,0,0,1,0,11,0,15,0,8,0,0,0,19,13,4,3,0,2,19,0,27,25,0,1,0,0,0
1157,24,3,21,-18,1906.8899999999999,1391.82,3298.71,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,0,3,0,2,0,0,0,8,0,1,1,0,0
1158,381,15,366,-351,9311.77,9697.58,19009.350000000002,0,0,0,11,2,34,15,17,0,12,0,0,0,66,20,8,2,57,6,21,0,43,33,2,7,16,9,0
1159,303,25,278,-253,53636.5,25901.61,79538.11,0,0,0,0,3,3,5,11,0,10,0,0,1,47,44,8,4,5,17,12,0,29,67,7,10,12,8,0
1160,119,27,92,-65,8385.14,8443.81,16828.95,2,0,0,0,1,9,1,0,0,0,0,0,0,19,13,0,21,3,5,0,0,18,17,0,6,1,3,1
1161,398,39,359,-320,12695.73,13396.1,26091.83,0,0,0,21,5,11,9,20,0,4,0,0,0,10,105,4,31,14,15,8,0,73,60,1,1,1,5,0
1162,271,42,229,-187,20959.530000000002,32310.31,53269.840000000004,1,0,0,19,2,1,12,11,1,4,0,5,0,8,69,4,33,8,10,8,0,38,22,0,5,2,8,1
1163,97,8,89,-81,31422.82,29992.809999999998,61415.62999999999,0,1,0,3,9,9,4,0,0,3,0,1,0,4,8,3,5,4,7,1,0,21,8,1,3,0,2,1
1164,237,30,207,-177,11829.51,13253.51,25083.020000000004,0,0,0,1,5,13,16,0,0,1,0,0,0,38,72,4,18,5,1,1,0,41,13,1,5,1,1,0
1165,108,15,93,-78,46752.560000000005,43713.36,90465.92,0,0,0,6,1,1,3,0,0,0,0,1,0,0,24,4,5,17,1,0,0,20,8,1,4,2,10,1
1166,675,135,540,-405,17935.86,17649.589999999997,35585.450000000004,0,0,0,0,0,3,212,155,0,0,0,9,0,6,130,13,120,5,2,1,0,8,10,0,0,1,0,0
1168,164,16,148,-132,7696.949999999999,14511.279999999999,22208.230000000003,0,0,0,8,0,1,9,11,0,2,0,0,0,12,14,3,13,0,15,8,0,39,14,0,4,0,11,1
1169,294,37,257,-220,11847.62,12764.789999999999,24612.41,0,0,0,13,0,5,13,11,4,4,1,6,0,25,50,8,20,13,15,9,0,55,18,5,4,11,4,1
1170,136,52,84,-32,12634.369999999999,12773.18,25407.549999999996,3,0,0,0,0,1,4,0,0,0,0,1,0,6,7,0,50,2,22,0,0,27,9,1,0,3,0,0
1171,70,22,48,-26,2952.2,8124.07,11076.269999999999,0,0,0,0,0,1,0,0,0,8,0,0,0,0,6,0,21,3,0,15,0,1,3,0,0,0,12,0
1172,249,31,218,-187,26053.66,26341.73,52395.39,0,0,0,8,1,15,17,16,0,0,1,0,1,10,44,4,22,13,12,0,0,60,16,3,3,3,0,0
1173,462,113,349,-236,31456.020000000004,30861.009999999995,62317.03,0,1,0,25,0,0,13,7,1,0,1,11,0,2,117,6,104,22,15,3,2,43,63,1,12,3,10,0
1175,136,25,111,-86,10592.990000000003,9125.51,19718.5,2,3,1,2,1,5,7,13,0,0,0,0,0,4,29,3,16,18,8,0,0,10,9,0,0,5,0,0
1177,592,91,501,-410,365157.61000000004,344866.00999999995,710023.62,0,0,0,5,2,4,19,76,0,7,0,17,2,14,251,0,78,24,4,12,0,8,42,4,7,12,4,1
1179,142,22,120,-98,8235.75,8329.330000000002,16565.08,0,0,0,13,0,11,3,1,0,4,0,0,1,10,12,9,5,3,4,8,0,29,13,3,5,2,6,0
1180,283,35,248,-213,6677.94,6718.530000000001,13396.470000000001,1,0,0,21,5,12,12,9,0,0,0,0,7,22,42,4,24,11,8,1,0,53,32,1,5,1,12,1
1181,95,2,93,-91,27592.999999999996,1939.01,29532.009999999995,0,0,0,14,0,0,1,6,0,16,0,0,0,0,6,0,2,5,0,9,0,0,33,0,3,0,0,0
1182,207,38,169,-131,11950.220000000001,11279.75,23229.97,0,0,0,4,0,11,14,8,1,12,5,0,0,11,36,4,29,6,9,10,0,14,21,0,4,1,7,1
1183,267,19,248,-229,9560.02,9794.960000000001,19354.98,0,0,0,14,1,6,14,29,1,4,2,4,0,17,62,5,14,13,17,6,0,25,28,1,0,2,2,0
1184,294,60,234,-174,65190.930000000015,66422.17,131613.1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,133,6,59,0,0,0,0,4,61,0,0,0,3,1
1185,205,62,143,-81,11467.09,10998.939999999999,22466.03,0,0,0,8,3,13,7,5,0,0,0,0,0,14,41,4,52,7,5,0,0,29,11,0,1,1,4,0
1186,240,17,223,-206,6793.67,6412.25,13205.92,0,0,0,23,0,13,8,4,5,4,0,0,0,22,59,4,8,19,6,14,0,31,13,0,1,2,4,0
1187,203,30,173,-143,9856.73,8710.83,18567.56,1,0,2,6,2,22,10,12,0,8,0,0,0,21,34,7,17,9,3,6,0,17,17,0,5,1,3,0
1188,195,7,188,-181,4049.4700000000007,4669.370000000001,8718.84,1,0,0,14,0,3,3,1,0,0,0,0,0,16,4,4,1,11,6,0,0,126,0,1,2,2,0,0
1189,171,14,157,-143,6184.02,6227.0199999999995,12411.04,0,0,0,1,1,36,2,1,0,0,0,0,0,33,23,4,4,7,9,0,0,35,10,0,2,3,0,0
1190,87,13,74,-61,2429.3899999999994,347.28000000000003,2776.6699999999996,0,0,0,1,0,1,12,4,0,0,0,0,0,2,13,0,9,1,3,0,0,5,32,1,2,1,0,1
1191,428,66,362,-296,22725.090000000004,20849.739999999998,43574.83,2,0,0,48,8,26,19,20,0,4,5,10,2,11,69,4,54,21,27,16,0,23,22,0,4,9,24,0
1193,155,9,146,-137,7824.610000000001,7743.570000000001,15568.179999999997,4,0,0,6,0,8,7,13,0,8,0,0,0,18,20,5,4,10,4,12,0,15,2,0,9,1,9,0
1195,301,42,259,-217,36134.4,34106.14,70240.54000000001,0,0,3,20,0,12,21,4,0,0,0,0,0,9,52,7,26,37,38,6,0,33,18,0,4,10,1,1
1196,542,235,307,-72,491083.2100000001,491075.05999999994,982158.27,0,0,0,19,1,12,2,21,0,0,0,62,0,40,127,0,189,19,6,1,0,14,27,0,0,1,1,0
1197,209,21,188,-167,6515.2300000000005,5971.62,12486.85,0,0,0,14,3,10,9,4,0,0,0,0,0,4,30,4,13,28,34,4,0,26,8,1,0,13,4,0
1198,195,14,181,-167,15960.8,16212.240000000002,32173.04,0,0,0,3,0,1,0,0,1,4,0,0,0,8,146,12,2,0,0,1,0,3,10,0,4,0,0,0
1200,255,13,242,-229,48359.39,3047.0099999999998,51406.399999999994,2,1,0,19,3,15,14,1,0,0,0,0,0,36,33,4,3,22,16,0,0,52,16,0,13,5,0,1
1202,466,58,408,-350,20754.339999999997,18817.770000000004,39572.11,0,0,4,11,1,43,10,43,0,4,0,0,0,98,89,1,45,12,4,0,0,46,39,0,5,5,6,0
1205,659,104,555,-451,22358.14,24074.11,46432.25,3,2,3,73,2,71,29,9,0,2,1,0,2,21,96,0,91,99,43,2,0,44,57,0,3,0,6,0
1206,260,34,226,-192,46446.829999999994,46877.6,93324.43,6,1,3,5,1,17,16,3,1,8,0,2,0,20,14,3,25,22,4,17,0,49,30,0,12,1,0,1
1207,168,14,154,-140,7895.68,7761.06,15656.74,0,0,0,15,4,11,9,10,0,4,0,0,0,18,0,8,6,21,4,0,0,29,13,4,6,2,4,0
1209,67,35,32,3,308931.04,270830.27,579761.3099999999,0,0,0,6,0,4,0,2,0,0,0,0,0,0,11,0,34,0,0,0,0,0,10,0,0,0,0,0
1210,15,8,7,1,73742.92,147156.72,220899.64,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
1211,217,20,197,-177,9287.03,9779.14,19066.17,0,1,0,0,1,23,10,12,1,0,0,0,1,32,27,0,15,10,6,4,0,29,30,0,4,6,5,0
1212,36,6,30,-24,23250.0,12750.0,36000.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
1213,9,7,2,5,20.0,260.0,280.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1214,228,38,190,-152,12184.18,9721.720000000001,21905.899999999998,0,0,0,0,1,6,19,6,0,0,0,0,1,7,44,3,34,13,8,1,0,49,10,1,0,17,8,1
1215,404,22,382,-360,13940.5,14686.970000000001,28627.469999999998,0,3,9,22,0,33,12,17,1,4,2,0,3,26,31,4,13,94,30,6,0,41,28,2,8,14,1,0
1216,45,19,26,-7,19322.78,19023.269999999997,38346.05,0,0,0,0,0,0,1,3,0,5,0,0,0,0,3,0,13,0,0,0,0,1,19,0,0,0,0,0
1217,201,25,176,-151,6694.070000000001,8086.28,14780.349999999999,1,0,0,15,1,3,4,1,0,2,2,0,1,1,72,4,12,8,4,4,0,15,43,1,3,4,0,1
1218,168,40,128,-88,7221.030000000001,6307.42,13528.45,3,3,0,1,0,6,5,0,0,0,0,5,0,5,54,6,31,11,9,0,0,14,9,0,4,2,0,1
1219,392,19,373,-354,16470.1,14213.93,30684.030000000002,1,3,0,26,6,36,14,37,0,12,0,0,0,11,48,5,11,41,14,27,0,24,52,1,9,14,0,0
1220,293,28,265,-237,10707.35,8767.28,19474.630000000005,0,0,10,0,2,0,11,16,0,16,0,0,0,3,132,5,18,7,11,8,0,17,26,0,7,0,4,0
1222,140,12,128,-116,14987.34,4279.35,19266.690000000002,2,0,0,0,0,1,5,0,0,0,2,0,0,11,17,2,9,32,8,0,0,25,17,0,0,0,9,1
1223,277,27,250,-223,7899.889999999999,7338.19,15238.08,3,0,0,4,1,11,14,27,0,4,1,4,0,12,57,13,11,27,9,4,0,49,11,2,4,8,1,0
1224,240,12,228,-216,16784.46,13046.36,29830.82,2,0,0,20,0,1,13,7,0,0,1,0,4,2,88,0,10,4,13,8,0,13,38,1,11,0,4,0
1225,293,51,242,-191,27110.619999999995,27110.28,54220.9,0,1,0,10,2,4,13,5,0,0,0,6,1,19,78,4,44,6,3,1,0,54,22,1,10,4,5,1
1226,456,148,308,-160,25479.78,25379.51,50859.29,0,0,0,5,5,7,24,22,0,4,1,0,5,9,96,0,144,6,7,12,0,30,74,0,1,4,0,0
1227,17,5,12,-7,1555.95,1505.95,3061.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,1,0,0,6,0,0,0,0,1
1228,222,24,198,-174,12575.989999999998,11156.0,23731.989999999998,1,0,0,0,2,2,5,23,0,18,0,0,0,5,100,3,12,3,1,4,0,9,23,1,4,0,6,0
